Movie Name,Movie Id,Review Content,tmdb Rating,User Rating,Genre(s),Not A Movie?,Release Date,Production Company
Akira,149,"Let's make one thing clear right off the bat: this review is gonna be positive. _Akira_ is not only my favorite anime but my favorite animated film bar none and one of my favorite films in general. Katsuhiro Otomo has crafted an animated sci-fi actioner for adults that's good, great in fact, a rarity since the vast majority of ""adult"" animation fails miserably by relying on dopey sex jokes and idiotic plot rather than solid storytelling and likable characters. Otomo's film weaves together themes of friendship, honor, betrayal, the deadly consequences of playing God, gang war, espionage, corruption, and the abuse of power while maintaining a breakneck pace throughout its running time. Throw it all in a blender and you've got one of the greatest, if not _the_ greatest animated film of all time, a classic in every sense of the word.  On July 16, 1988, Tokyo was obliterated in a massive explosion, setting off World War III. In 2019, Tokyo has been rebuilt as Neo-Tokyo, a megalopolis crawling with malignant crime and governed by corrupt politicians where 16-year-old Shotaro Kaneda (Cam Clarke in the 1988 Streamline dub, Johnny Yong Bosch in the 2001 Pioneer dub, Mitsuo Iwata in Japanese) is the tough, cocky, skirt-chasing, and bullheaded leader of the Capsules, a biker gang that's currently at war with the Clowns, a band of savage rapists. Kaneda's gang consists of his friends, 15-year-old Tetsuo Shima (Jan Rabson, Joshua Seth, Nozomu Sasaki) who's like a brother to him, 15-year-old Kai (Bob Bergen, Anthony Pulcini, Takeshi Kusao), and 16-year-old Yama (Tony Pope, Michael Lindsay, Masaaki Okura) and a few others. During a brawl with the Clowns, students are protesting and an odd-looking boy named Takashi (Barbara Goodson, Cody Mackenzie, Tatsuhiko Nakamura) with psychic powers has been abducted. After Tetsuo takes down a Clown, his bike explodes upon nearly ramming Takashi. The boys arrive to find a battered Tetsuo. The army, led by Colonel Shikishima (Pope, Jamieson Price, Taro Ishida), arrives on the scene and takes both Tetsuo and Takashi away, while the boys are arrested. At the police station, Kaneda gets 17-year-old resistance member Kei (Lara Cody, Wendee Lee, Mami Koyama) released with them, having taken an interest in her. Dr. Onishi (Lewis Arquette, Simon Prescott, Mizuho Suzuki) and his team of scientists conduct experiments on Tetsuo, prompting his escape. After Tetsuo steals Kaneda's bike to run away with his girlfriend Kaori (Goodson, Michelle Ruff, Yuriko Fuchizaki) and both are attacked by the Clowns, Tetsuo beats a Clown to a pulp before he is again taken by the army to the facility that also holds Kiyoko (Melora Harte, Sandy Fox, Fukue Ito who is credited as Sachie Ito), Takashi, and Masaru (Bergen, Mackenzie, Kazuhiro Kamifuji who is credited as Kazuhiro Kando). When Kaneda tries to find out what happened to Tetsuo, he and Kei soon find that Tetsuo, newly equipped with telekinesis, is being consumed by psychosis, and after he murders one of their friends, an enraged Kaneda resolves to stop him.  As you can probably guess from the summary, there's a lot going on in _Akira_, enough that it takes a few times seeing it to get everything, making repeat viewings that much more rewarding. Even with Otomo having removed much of what was in his then-incomplete manga, there's still more than enough to warrant its 124-minute length. We see Kaneda worry about Tetsuo as a true friend does, Tetsuo lose his grip on sanity and become someone else, and Colonel Shikishima struggle against dirty politicians who only care about money; it's interesting, arguably scary, to consider how much of this stuff is actually happening in the real 2019 and _has been happening for ages_. We see the dangers of playing God in the result of Dr. Onishi's experimentation as Tetsuo wreaks havoc on Neo-Tokyo which also doubles for the abuse of power and even earlier when Colonel Shikishima says that maybe they should leave that power alone. We also get glimpses at honor when Kaneda tries to curb Tetsuo from killing a Clown he's already beaten severely and with Colonel Shikishima's musings on a soldier's duty. On top of that, Otomo throws in religious fanaticism as people blindly follow Tetsuo, thinking he's “Akira.” There's more where that came from and the stakes keep rising to keep you on the edge of your seat until the endgame brings things to a close with a bang. Due to Otomo and Izo Hashimoto's excellent writing skills, the film isn't overstuffed and nothing feels out of place.  The animation is stunning. All 327 colors are jaw-dropping; check out those reds. Each background is vastly detailed; the streets of Neo-Tokyo are gritty and grimy, buildings vary from excellent condition to run-down and deteriorated, we see walls and even a door with English profanity painted on them, and the sewers are as filthy as a real one while the interiors of the hospital are exceptionally clean in contrast to the clutter and graffiti of the school the boys attend. Each character looks like a real person, with the wide array of facial expressions that entails, while clothing looks like what real people wear. The gore is also highly realistic. Let it be stated right up front that anyone without an iron stomach will want to steer clear of _Akira_. Internal organs spill out, a cop loses half of his face, and limbs are removed, which is not to mention the mutation scene akin to something out of John Carpenter's _The Thing_. With that said, the gore serves the story rather than the reverse. The attention to detail goes even further to the few animals depicted in the film; the attack dogs near the beginning and even the dog that's seen in a commercial on a TV in the background look like real dogs and the rats in the sewer look like real rats. Put it all together and it's a depiction of 2019 that looks a lot like the real thing. Another element that never ceases to amaze is the way Otomo keeps everything perpetually moving. Otomo's decision to record the dialogue first and animate every nuance of the actor's mouth is where he pulls out all the stops since this wasn't done in Japan at the time, making it even more impressive that both dubs match the animation as well as they do.  Whichever version one prefers, though this fan is partial to the Streamline dub - probably since it's how I first saw the film, performances excel across the board. Clarke, Yong Bosch, and Iwata are uniformly excellent as Kaneda, the tough, cocky and womanizing biker who cares about his friends and won't let anyone hurt them if he can help it, a lot like I was at that age; moreover, that was around the time my sister became consumed by psychosis in much the same way Tetsuo does. While some have argued against both Clarke and Yong Bosch (usually in favor of the other) as sounding too old, I don't think that's the case with either; when I was 16, I didn't sound all that far removed from Clarke's take, having had a naturally deep voice since age 12. Another argument some have made against Clarke is that he speaks in monotone, but nothing could be further from the truth; his tone changes appropriately with the situations the character finds himself in. The same can be said of Rabson, Seth, and Sasaki as Tetsuo, though Seth lags just a little behind. With that said, this can be partly attributed to the Pioneer dub script, though it _is_ grating that Seth often mispronounces Kaneda's name as “Kah-nee-duh” rather than “Kuh-nay-duh” or “Kah-nay-duh.” Take the scene where Tetsuo advances on the soldiers in the government hospital and Seth says, “It's no use hiding anymore,” while neither Rabson nor Sasaki says, “anymore.” It's not that big a deal and it can be attributed to the Pioneer dub script, but it takes away from his menace some. With that said, all three portray him as an abused kid who loses his sanity and despite being the villain, you feel bad for him - or at least I do since I see a lot of my mentally ill little sister there. Cody, Lee, and Koyama are first-class across the board as Kei, portraying her as tough but sensitive, well in line with how Otomo conceived her. The same can be said of Pope, Price, and Ishida as Colonel Shikishima, playing up his no-nonsense attitude and sense of a soldier's duty. Bergen, Pulcini, and Kusao are superb as Kai, one of the film's most likable characters. So are Pope, Lindsay, and Okura as Yama, the most confrontational Capsule, and this can also be said for the rest of the three casts. Long story short, you can't go wrong with any of them and each dubbed or subbed option is entertaining in its own way and tells the story faithfully enough.  Music is a crucial part of any film. _Akira_ is no exception and the Geinoh Yamashirogumi are up to the challenge, using drums, chants, guitars, gamelan percussion, and even a church organ to form Akira's musical score. _Kaneda_ is the most recognizable, having been used in nearly every trailer. It's easy to see why; it's an exhilarating track and it's hard not to feel pumped once you've heard it. The same can be said of _Battle Against the Clowns_, _Tetsuo_, and _Exodus from the Underground Fortress_. The score mostly remains the same, with the only radically different version being the Japanese hypersonic track that Geinoh Yamashirogumi founder Shoji Yamashiro mixed in 2008 for the film's Blu-ray release. In this version, which Yamashiro mastered at 192 kHz, music has been moved around, some pieces are shortened, some are replaced with alternate versions, and the piece used during the flashback to Kaneda and Tetsuo's first meeting has been replaced with an organ, heavily altering the scene and not necessarily for the better; if you want my honest opinion, the flashback is more powerful with the original piece of music sampled from Requiem. That said, the entire score is incredible and I've listened to it countless times. In addition to the score itself, Otomo squeezes in _Tokyo Shoeshine Boy_ by Teruko Akatsuki during the scene at the mall where the groupies walk off from Kaneda, Kai, and Yama. Throw a head-turning sound design into the mix and you've got a terrific film that's firing on all cylinders.  _Akira_ is a fun and exciting film I could watch over and over again; as of writing, I've seen it upwards of 30 times since my first viewing. Wanting to see it ever since age 11, it knocked my socks off when I finally saw it at 18. At 30 years old, it continues to stand the test of time. It's a timeless film, just as relevant today in 2019, if not more so than when it first dropped on Japan in 1988 and the United States in 1989. _Akira_ was one of the first anime to arrive in the western world uncut; without it, we may not have _Nausicaä of the Valley of the Wind_ and many more of the best Japanese animation has to offer without a single frame removed. _Akira_ is the best animated film ever made for an adult audience and one of the best films of the 1980s, anime or otherwise. Its characters are well-drawn and feel real, it deftly handles global issues that are still at work today, its frenzied action scenes continue to thrill with repeated viewings and it's vastly quotable. Its imagery will remain burned within your psyche for the rest of your natural life and its musical score will ring inside your eardrums long after the credits roll. If you love sci-fi, love action and can stomach the violence, you should see _Akira_ at least once. Who knows? Maybe you'll like it and want to come back to it repeatedly. **Very highly recommended.**",7.946,10.0,"Animation,Science Fiction,Action",False,1988-07-16,MBS
Fullmetal Alchemist: The Revenge of Scar,960700,"Whilst I'm not a Manga fan, the live action Fullmetal Alchemist films have caught my attention. This is the second, the first dates from 2017.  The cyber punk style story is anything but linear, with plots  and sub plots. I have found this approach to story construction is typical, of a large number of Asian films and series. You really do need to pay attention or it can quickly become confusing. The tales overriding reflections on the horrors of war and the need to endure its aftermath, are universal.  Characterisations are well rounded and mostly relatable, with competent acting from the cast. That said, its worth keeping in mind the motivations and behaviours, of the characters might feel a little different and even quirky. This is to be expected, as this film mirrors Asian not Western attitudes and cultural norms.  Action is plentiful and polished, with more than decent special effects. Certainly, this film is never going to bore action fans.  Is there a downside? At times it did feel a little silly. Some  of the humour in particular, comes across as rather slapstick. That said, it could just be my cultural perspective and probably is, in truth.   Characterisations can be over the top at times but maybe that's just Manga? I don't know.  I summary, can't comment on the integrity of the translation from comic/animation format to live character action. That said, as a non Manga purist, it really doesn't matter.I liked this film and look forward to the third instalment in the series.",6.8,6.0,"Fantasy,Action,Adventure",False,2022-05-20,Warner Bros. Japan
Ant-Man and the Wasp,363088,"It's fun to see big stuff get real little and little stuff get real big, but _Ant-Man and the Wasp_ suffers the same problems of its predecessor, except this time with an added issue, one that effects many movies (and even more TV shows), the problem of ""The entire movie didn't have to happen if people would just have had normal human conversations with one another"".  _Final rating:★★★ - I liked it. Would personally recommend you give it a go._",6.959,6.0,"Action,Adventure,Science Fiction",False,2018-07-04,Marvel Studios
After,537915,"‘After’ is this weird blend of ‘Fifty Shades of Grey’ meets ‘Riverdale’ but never gets to the dumb fun both those are, nor does it have the sex appeal of those properties (there is a reason he is facing away from the camera on the poster). ‘After’ does not belong in cinemas nationwide; it’s even below Netflix's standards. It’s more of a YouTube original, or even just something to release on the Wattpad site for free. Still, the book’s sequels have been slated for production, so it looks like we’ll be suffering once again in 2020. - Chris dos Santos  Read Chris' full article... https://www.maketheswitch.com.au/article/review-after-from-wattpad-to-the-big-screen-and-god-knows-why",7.157,1.0,"Romance,Drama",False,2019-04-11,CalMaple Films
The Ice Age Adventures of Buck Wild,774825,"It would have been so incredibly satisfying if Disney had debuted an _Ice Age_ film with solid animation, laugh out loud humor, a well-written story, and likeable or even downright despicable characters. Having those elements would have at least given fans of the franchise thus far hope that Disney had a vision of where to take Ice Age in the foreseeable future. Instead we get this lackluster dud of a film that is boring to look at and is mostly massively unfunny while making most of the characters – old and new – forgettable. When Zee first meets Crash and Eddie, Buck says something along the lines of, “What they lack in courage they make up for with bumbling ineptitude.” That is all _The Adventures of Buck Wild_ is; an unnecessary animated excursion into bumbling ineptitude.  **Full review:** https://hubpages.com/entertainment/The-Ice-Age-Adventures-of-Buck-Wild-2022-Review-An-Inept-Spleen-Powered-Blemish-of-Animation",6.7,2.0,"Animation,Comedy,Adventure,Family",False,2022-01-28,Bardel Entertainment
Emily the Criminal,862965,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/other-films-watched-spoiler-free-review-sundance/#emily  ""Emily the Criminal boasts two phenomenal performances from Aubrey Plaza and Theo Rossi, but its by-the-numbers crime-thriller narrative lacks sufficiently creative ideas to make it more than just an average viewing.  The actress proves her immense talent once again, but it's actually the actor who surprises in a more grounded role that breaks many stereotypes related to this particular type of character.  A good ending may leave the audience with an opinion more positive than what the film warrants, but it's admittedly entertaining and interesting enough... for a home release.""  Rating: C",6.844,5.0,"Crime,Drama,Thriller",False,2022-08-12,Low Spark Films
"Tad, the Lost Explorer",121734,"Rough watch, probably won't watch again, and can't confidently recommend, unless it's for younger audiences...and even then, probably no.  This movie feels like a first attempt.  Tad is actually a charming underdog character, Sarah plays well as an attraction for the lead and an independently grown character which shows so much intricacy from a writing perspective that the rest of the non-animal characters are baffling.  There is just so little here to work with that I don't have a lot to say.  The train action sequence was actually decent, but I was wasn't engaged with the movie for the majority of the time.  I think this is better skipped, but if you actually like this, then there is a sequel that is slightly better.",6.197,4.0,"Animation,Comedy,Adventure,Family",False,2012-08-10,StudioCanal
Enola Holmes 2,829280,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/enola-holmes-2-spoiler-free-review  ""Enola Holmes 2 maintains the levels of light, adventurous fun of the original, surpassing it due to a much more cohesive, intriguing central narrative, in addition to overall better pacing. The different storylines mesh together nicely, and Harry Bradbeer's distinctive visual style remains a standout.  Millie Bobby Brown shines as Enola, as does Henry Cavill as Sherlock - the latter even too much, sometimes stealing the spotlight from a female-empowered story partially based on a real event with a significant impact on the evolution of women's rights.  Highly recommend it as a weekend viewing.""  Rating: B",7.619,7.0,"Mystery,Adventure,Comedy,Crime",False,2022-11-04,Legendary Pictures
Eternals,524434,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/eternals-spoiler-free-review  ""Eternals boasts evident narrative issues that affect its overall structure and pacing, but Chloé Zhao still manages to deliver a solid MCU installment.  Packed with outstanding performances from the stellar ensemble cast, Zhao still follows some of Marvel's success formulas, but her unique style brings new attributes to the cinematic universe, such as the distinctly gorgeous cinematography and the profound themes of faith and humanity.  Despite the exposition-driven screenplay, the admittedly underdeveloped yet inclusive, diverse group of characters hold genuinely compelling relationships. For fans of the mandatory action, the extraordinary entertainment levels are still present, but it's definitely the furthest from the MCU a film has ever been.  It's meant to be divisive, but fortunately, I fall on the positive side.""  Rating: B",6.981,7.0,"Science Fiction,Action,Adventure",False,2021-11-03,Marvel Studios
Halloween Ends,616820,"_Halloween Ends_ is such a weird film, as a standalone movie I enjoyed it but in the trilogies totality it underwhelms and undermines. With each entry in this trilogy, the movies get farther and farther away from what Halloween is. With Ends there is no tension and no horror, there are some good kills but with nothing building up to it they felt stale. This movie also tears down Michael Meyers in a way that felt out of place in the trilogy. Halloween Kills built Michael up to be an indestructible force with the ability to withstand fire or multiple gunshot wounds, but in Ends that is flipped on its head making him weak due to the ending of the predecessor. It left me feeling like the writers had no idea what they were doing in developing this trilogy. The marketing of the movie was a total farce as well. It was building up to a final clash between Laurie and Michael, and while that does happen the majority follows a character that was just introduced (Corey Cunningham). Even though I really like the opening sequence and backstory to Corey, it had no place being centerstage in the final installment. Overall, this movie was slightly better than the sequel but still squanders the potential that Halloween (2018) had for the trilogy. If any more movies or trilogies are made in the future, please for the love of God hire a producer/writer to develop the entire series instead of piecing it together film by film.  **Score:** _44%_ | **Verdict:** _Poor_",6.325,4.0,"Horror,Thriller",False,2022-10-12,Universal Pictures
Touch of Evil,1480,"Welles/Heston B&W cult noir is great on a technical level, but meh as a viewing experience 	 On the Texas border a Mexican detective (Charlton Heston) assists an American investigation into a shocking murder of an American official on the border, but he soon learns that the imposing & slovenly Sheriff (Orson Welles) is shady with a penchant for framing. Janet Leigh is on hand as the detective’s new bride, an American.  “Touch of Evil” (1958) was written/directed by Welles (loosely based on a book) and has a huge reputation as a B&W noir-ish cult flick. There ARE interesting technical things going on as far as camera angles, lighting and impressive long takes (e.g. the opening sequence). It also has a notable classic cast with Leigh thoroughly stunning, not to mention Joanna Moore, Marlene Dietrich, Joi Lansing and a cameo by Zsa Zsa Gabor on the female front.  Yet I otherwise found the picture talky, nigh surreal and noticeably hokey with an unengrossing story and dubious acting, e.g. the hooligan Mexicans and the eye-rolling Shakespearean lunatic “night man” (Dennis Weaver). Seriously, viewing this film is like entering Welles’ head on an acid trip.  That said, the film offers quite a bit to digest and I could see it playing better on additional viewings, which explains its cult status, but I’m not interested. There are far more fascinating and compelling B&W dramas with noteworthy casts from that general era, like “The Misfits” (1963).  I viewed the long reconstructed version, aka the “director’s cut,” which runs about 110 minutes while the original studio-butchered version runs 93 minutes. Interestingly, the film wasn’t shot anywhere near the border, let alone the Texas border, but in freakin’ Venice, Los Angeles.  GRADE: C",7.8,5.0,"Crime,Thriller,Mystery",False,1958-03-30,Universal International Pictures
Chungking Express,11104,"A week has passed since I watched this film. I wanted to let it sit with me for a bit before watching it again and giving it a proper response.  Films like this, which are hyped to an unbelievable degree, end up sending an audience to end up watching it with elevated expectations, only to be ultimately disappointed afterwards. It’s a fact that many films suffer considerably from this aspect of our cinephile culture, I’ve experienced it with many films before.  _Chungking Express_ has a reputation that I think may be beyond what it intended, with it being an Out-of-Print title at Criterion, the prices for the Blu-ray being obnoxiously high, and the constant barrage of exuberant reactions from many who’ve seen the film. This kind of superficial intrigue alone can set me up with expectations that are likely to not be met. Every film that is being made does not intend to create this façade of a reputation, it’s just a film. Most creators are not there to make this kind of reaction happen out of their films, and yet, we somehow continue to do so…  I’m rambling, aren’t I? I think this is just my criticism with film culture regarding the hyping of certain films.  And yet, somehow, despite my attempts to condense these (potential) hyperbolic reactions, _Chungking Express_ may have exceeded my expectations. Perhaps that makes me a hypocrite regarding this issue, but then again, if I enjoyed the film to the extent at which it met my expectations (or surpassed them in this case), am I to be negatively looked at for criticizing these actions, but essentially having them work on me specifically with _Chungking Express_? If so, then let it be I guess. Regardless, this film was one of the best experiences I have had in a while.  It is surprisingly easy for me to connect with this film and its characters. All of them have a certain struggle they must deal with, whether it’d be relationship problems, not being able to move on, or even simply failing to accomplish a certain task. It’s all relatively simple if I think about it, there isn’t much in terms of characterization for many of the subjects in the film, and yet, I don’t believe there needs to be that much. Simply leaving it the way it is works extremely well, and I’m willing to believe that Wong Kar-Wai understood this.  There are statements that explain how Wong Kar-Wai essentially wrote scenarios for the film the morning of and shot the scenes later in the day. Easily, this could lead to a jumbled mess of separate ideas thrown together in the editing room at a feature length time. And yet, he stays consistent in the thematic ideas he proposes. Shot chronologically, the ideas set up through the first half of the film, have threads that continue onwards towards the second half.  One of my favorite directors, Krzysztof Kieślowski, uses the elements of interconnectedness within his films. Regardless of how different the stories might be, there is something there that connects each story together. In _Chungking Express_, that idea is essentially brought out brazenly, to the extent at which it initially shocked me. That one moment at the half-way mark of the film, comes at you so fast, that afterwards you’re left gasped for what the film turns into. It’s a brazen switch of narrative, and yet, it’s still leaves the film to be connected altogether.  The expectations for love are very much tricky in it of themselves, as is shown with each character that one sees in the film. It’s not simple, it isn’t black and white, but rather a spectrum that one must align itself with, and possibly adapt to if necessary. To deal with the aspects of love in a film can either be hokey and misguided, or it can be meticulous and interesting. _Chungking Express_ finds a middle ground between these two, not dealing too much towards the intellectual side of these issues, but not straying away too far towards the clichéd. Wong Kar-Wai doesn’t treat these characters as caricatures. Sure, there are some humorous; sometimes childish, moments with Faye, but it doesn’t take away from her character. As with every subject in the film, there is something to latch on to. All around the thematic ideas of love, or the lack thereof, worked together so well, that it leads to these characters feeling authentic. Not simply words on a script.  I really don’t know what else to say. I was awestruck the first time, and I feel even more so now. This is a film that really hit it home with me. More so than other films in the past.  I’ll say this, by the end of the film, I had similar vibes to when I finished _Lost in Translation_ for the first time. Soon afterwards, that film was my favorite of all time for years.  Film culture is fascinating, it may lead to disappointing outcomes based on hyperbolic expectations, or it may lead to a film experience that you never thought were possible.  I’m beginning to lean towards the latter with _Chungking Express_.   What a difference a day made, what a difference a film makes.  ---  But then again, it all comes down to personal preference, so for all I know you may hate this film. I don’t know. You do you, and I’ll do me. Got it?",8.018,10.0,"Drama,Comedy,Romance",False,1994-07-14,Jet Tone Production
"Monsters, Inc.",585,"Always a pleasure to revisit this. <em>'Monsters, Inc.'</em> is one of my favourite Disney animated films.  The cast and characters are what sets this above the majority of the studio's other work, with so many memorable ones involved. John Goodman (Sully) and Billy Crystal (Mike) make for an outstanding duo in the lead roles, they are truly perfect for their respective roles.  Elsewhere, you have the excellent Steve Buscemi portraying Randall to terrific effect. There are also memorable roles for James Coburn (Waternoose), Jennifer Tilly (Celia) and Bob Peterson (Roz). You, of course, also have Boo (Mary Gibbs) who is simply adorable.  Everything else from the plot to the animation is fantastic, too - I have no faults with this film. Funny, wholesome, entertaining and touching. I see they're creating a television series, <em>'Monsters at Work'</em>, which could be good given it will have the same cast.  A must-watch!",7.828,9.0,"Animation,Comedy,Family",False,2001-11-01,Pixar
Somebody I Used to Know,869112,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/somebody-i-used-to-know-review  ""Somebody I Used to Know presents a cast packed with chemistry and holds interesting themes, but the formulaic screenplay lacks depth and greater care regarding character treatment. Dave Franco and Alison Brie manage to convey meaningful messages about the dilemmas that arise when mixing individual ambitions with love life, but at the cost of conflicts and drama forcibly provoked through awful human actions without any kind of heavy consequences. Secondary storylines linked to sensitive topics are approached in an exploitative, even childish manner. A movie of phases that falls short of its potential.""  Rating: C",5.946,5.0,"Romance,Comedy,Drama",False,2023-02-10,Amazon Studios
Harry Potter and the Order of the Phoenix,675,"Front and Centre for Dumbledore's Army.  Term 5 at Hogwarts for Harry and the gang and it's a deeply unsettling time. Harry faces getting expelled and finds himself shunned by many around him. This at a time when the Ministry of Magic compounds his misery by insisting to all and sundry that ""you know who"" is not back again.  Given that JK Rowling's fifth book is considered to be something of a door stopper, a book more of interim Potter filler than any great amount of substance, credit has to go to new to the franchise director, David Yates. For Yates and his screenwriter Michael Goldenberg have managed to craft a briskly entertaining segment in under 2 hours and 20 minutes of film. Yes it's safe to say that it ultimately does feel like an interim filler movie, one that is for fans and not newcomers to the series, but the effects are superb (except Grawp that is), the action is much and suspense is not in short supply. While it also finds Radcliffe as Potter finally hitting his acting stride.  New into the magical fray comes the wonderful Imelda Staunton as Dolores Umbrage, the sort of cheery psychotic teacher we all had bad dreams about in our formative years. Also most welcome is Helena Bonham Carter as nut job harpy Bellatrix Le Strange, it's an appetiser of substance and we can't wait to see some more of her from here on in. Of course the usual problem of not enough screen time for the regulars still exists, but it's now become a figure of grumpy acceptance in the grand scheme of Potter World. Neatly keeping the story trimmed of extraneous fat, Yates doesn't disappoint in delivering a last quarter as memorable as any so far in the series. Big rewards await those who wait, because the showdown that crowns Order of Phoenix is a magical mêlée of wands and wonderment; a face off between good and evil, a free for all that joyously assaults the senses.  Roll on Half-Blood Prince, where it's great to know that Yates has been further entrusted with the Harry Potter reins. 7.5/10",7.686,8.0,"Adventure,Fantasy,Mystery",False,2007-06-28,Warner Bros. Pictures
"Salò, or the 120 Days of Sodom",5336,"Well you have to hand it to Pier Paolo Pasolini - he had one hell of an imagination. Here he devises a story of a group of nine young men and women who are apprehended by four powerful Fascist officials and held captive for use in some of the most degrading and painful games of sex, humiliation and abuse. I was warned not to eat chocolate before I saw this, and towards the end of this bizarre depiction of cruelty, depravity and exploitation it became quite clear why - and I'd reiterate that here. There is something profoundly desperate about the film. It has nothing even vaguely redeeming about it. Is it allegorical? Perhaps Pasolini is swiping at what he perceived to be the beginning of the disposable culture? Perhaps the illustration of mankind at it's more obscene offers us his perspective on just what humanity had become by the mid 1970s? In any case, this is frankly rather a disgusting film to watch and though I did feel the ending had a great deal of suitable retribution to it, I still struggled to quite get my head around this epitome of man's inhumanity to their own kind. I doubt I shall ever watch it again, but it packed out the cinema in which I watched it and there was plenty of provocative conversation in the bar about it afterwards...",6.465,5.0,"Drama,War,Horror",False,1976-01-10,Les Productions Artistes Associés
The Owners,659986,"Nothing overly original and starts off well enough but kind of drags after the first 20-minutes or so with some spots of good suspense, just not nearly enough to make it a recommendation. The performances for the most part were good, including Maisie Williams and Sylvester McCoy. **2.5/5**",5.753,5.0,"Thriller,Horror",False,2020-08-27,Logical Pictures
Harry Potter and the Goblet of Fire,674,"Do not do so lightly! If chosen, there's no turning back. As from this moment, The Triwizard Tournament has begun!  Year four at Hogwarts for Harry Potter and his chums, and it's a time of change, chance and danger. The prestigious Triwizard Tournament is being hosted and the applecart is turned upside down when Harry, unqualified and underage, is selected by the Goblet of Fire to be one of Hogwarts' competitors. If the thought of competing in such a dangerous tournament wasn't scary enough, Harry also has the worry of finding a date for the Yule Ball to contend with!   The Prisoner of Azkaban set the marker for a darker, more grown up Potter picture, a high standard that Goblet of Fire, and new director Mike Newell, arguably had no hope of attaining. But it's not for lack of trying, and in fairness Newell and the team have managed well enough to blend the blackness that comes with the impending arrival of Lord Voldermort (Ralph Fiennes), with the burgeoning ping of teenager hormones. There's an awful lot going on here. With the Triwizard Tournament comes two groups of exchange students to Hogwarts in the form of the glamorous girls of Beauxbatons Academy, and the hunky boys of Durmstrang Institute. The arrival of which sends Ron, Hermione and co into blushy flustered awakenings. The tournament itself (rightly) dominates much of the film, the lead up to it and the three challenges that the competitors have to face, with Harry's dragon face off a bona fide excellent piece of film. Then on to the fall out of the tournament where it gets real dark and the film and series lurch on to another level and set up the next installment a treat.   As is customary for a Potter film, there's also a number of new characters and replaced characters in the mix, while major story developments flit in and out of the narrative to the point you really have to pay attention completely. Of the new arrivals it's Alastor ""Mad-Eye"" Moody (Brendan Gleeson terrific) who is most telling and enjoyable, but tabloid scribe Rita Skeeter (Miranda Richardson) is something the film could have survived without. Yes it's a nice pop at the gutter press, but watching it now, would the time spent wasted on Skeeter not have been better served on the sadly under filmed Quidditch World Cup? Especially considering the build up to it is magnificent. Or at the very least some more Malfoy Senior, Sirius or Snape! But the disappointment felt there is offset some by the wonderful Yule Ball, where Newell is in his element gleefully dangling his charges through the joys and sorrows of awkward awakenings. It's a series highlight that's not to be missed.  A film of variable pace due to the makers trying to juggle so much, it's ultimately something of an up and down viewing experience. That said, Newell is able to dazzle the pre-teens with his set pieces, because the kiddies sure as hell will not understand the angst and hormonal issues present, while the rest plays out on adult terms. So something for everyone, then. It may not be successful as a whole, and newcomers dipping in for the first time get no guidance at all, but it's still a ripper of a ride for those who are into the films having not read the books. It's set up nicely for part 5, but pity poor David Yates in the directing chair for Order of the Phoenix, though, for that is one hell of a door stopper novel to try and condense down into an entertaining Potter movie! 7/10",7.816,7.0,"Adventure,Fantasy,Family",False,2005-11-16,Warner Bros. Pictures
DC League of Super-Pets,539681,"As the young son of the last remaining Kryptonians is put into his fleeing spaceship, his faithful puppy leaps from his father's arms and joins him in the capsule. In the nick of time too, as the planet is soon toast! Spin on and a few years later the boy is now doing his best Henry Cavill impersonations as ""Superman"" aided and abetted by his equally super-strong pooch ""Krypto"". It turns out that these are just two of a plethora of heroes from the ""Justice League"" who try to keep the evil ""Lex Luthor"" from achieving world domination. What nobody expects here though, is that a meteor that ""Luthor"" had hoped would give him the power to finally defeat his nemesis ends up in the hands of a loved-up guinea pig (""Lulu"") - and a clever and scheming guinea pig at that. She rather adeptly uses her new-found powers to embolden an army of other, now ninja, guinea pigs to capture and imprison the ""Justice League"" so she can get prove her worth to the love of her life - the ruthless ""Luthor"". There is a glimmer of hope! The meteorite that enhanced the rodents has also fallen the way of a few others, and together with ""Krypto"" they band together, learn to harness their powers and the scene is set for a final showdown. The animation is perfectly adequate, but the story is weak and far too thinly strung out. The turtle has a few quite witty lines of dialogue but the rest of it mixes cheese and sentiment in an almost cringe-making fashion. There are far too many characters and by the end it has a sort of chaotic ""Avengers Endgame"" (2019) scenario that was as devoid of jeopardy as it was dull and repetitive to watch. At times, indeed, it was almost as if DC wanted to make a film to remind us that not all super-heroes were developed by Marvel. Maybe I am just too old - but I struggled to stay the course with this.",7.4,6.0,"Animation,Action,Family,Comedy,Science Fiction",False,2022-07-27,Warner Animation Group
